workerid,global_comments,gender,age,race,region,regionComments,sentence,speaker,sgender,intonation,verification,speechactchoice,spcertainty,adcertainty,authority,politeness,comment1,comment2
A248ARSA6FS20S,No,gen=2,age=4,eth=3,South,No,spaceship,kev,m,fall,Maria was in a spaceship to the moon.,response=1,84,86,89,74,,
A3CVX7GHF3B65Q,was born and raised in Ohio.,gen=1,age=5,eth=3,California,was born and raised in Ohio.,mom,kev,m,rise1,Eleanor is Annie's mom.,response=1,67,36,79,83,There was a very slight inflection at the end of the statement indicating the statement could be questioning but I'm more inclined to interpret the statement as stating information.,Voice was monotone.
A3CVX7GHF3B65Q,was born and raised in Ohio.,gen=1,age=5,eth=3,California,was born and raised in Ohio.,yemen,ros,f,rise3,Lenny's from Yemen?,response=2,31,81,68,68,No with the strong upward inflection in the voice it sounds like a question?,The speaker sounded somewhat surprised about the idea of Lenny being from Yemen.
A3CVX7GHF3B65Q,was born and raised in Ohio.,gen=1,age=5,eth=3,California,was born and raised in Ohio.,spaceship,bon,f,fall,Maria was in a spaceship to the moon.,response=1,82,84,88,53,No it was quite emphatic.,The speaker sounded very objective no-nonsense.
A3CVX7GHF3B65Q,was born and raised in Ohio.,gen=1,age=5,eth=3,California,was born and raised in Ohio.,obama,ros,f,rise2,Laura met President Obama?,response=2,62,57,55,74,No it sounded very much like a question of whether Laura met President Obama.,Sounds like a pleasant individual.
A3CVX7GHF3B65Q,was born and raised in Ohio.,gen=1,age=5,eth=3,California,was born and raised in Ohio.,married,aar,m,qrise,Is Ellen married?,response=2,31,83,53,77,No definitely strongly sounds like a question.,Enunciates very clearly.
A2Q0KK9YL1O7B6,,gen=2,age=3,eth=3,Midwest ,,yemen,aar,m,rise3,len is from Yemen,response=2,35,69,17,81,lems in oven ,no
A2Q0KK9YL1O7B6,,gen=2,age=3,eth=3,Midwest ,,mom,ros,f,rise1,Elenor is Andy's mom,response=1,23,66,35,66,,
A2Q0KK9YL1O7B6,,gen=2,age=3,eth=3,Midwest ,,spaceship,kev,m,fall,Maria was in a spaceship to the moon ,response=1,92,68,70,21,,
A2Q0KK9YL1O7B6,,gen=2,age=3,eth=3,Midwest ,,married,bon,f,qrise,Is Elen married?,response=2,9,88,33,64,,
A2Q0KK9YL1O7B6,,gen=2,age=3,eth=3,Midwest ,,obama,aar,m,rise2,Laura met President Obama ,response=2,24,67,62,40,,
A3RS7UCO7CQ74R,,gen=2,age=1,eth=3,Alabama,,spaceship,bon,f,rise3,Marie was in a spaceship to the moon.,response=1,91,91,90,91,,
A3RS7UCO7CQ74R,,gen=2,age=1,eth=3,Alabama,,yemen,ros,f,rise1,Lenny is from Yemen.,response=1,92,93,60,95,,
A3RS7UCO7CQ74R,,gen=2,age=1,eth=3,Alabama,,mom,kev,m,qrise,his owner and his mom?,response=2,93,17,18,94,,
A3RS7UCO7CQ74R,,gen=2,age=1,eth=3,Alabama,,married,aar,m,rise2,Ellen is married,response=2,10,14,16,92,,
A3RS7UCO7CQ74R,,gen=2,age=1,eth=3,Alabama,,obama,ros,f,fall,Laura met president Obama,response=1,89,50,83,89,,
A3UVW94KB9UBAJ,Thanks for letting me participate! ,gen=1,age=2,eth=3,MD,Thanks for letting me participate! ,mom,kev,m,rise3,mom,response=2,83,57,40,57,,
A3UVW94KB9UBAJ,Thanks for letting me participate! ,gen=1,age=2,eth=3,MD,Thanks for letting me participate! ,spaceship,bon,f,rise2,spaceship to the moon,response=2,65,65,57,57,,
A3UVW94KB9UBAJ,Thanks for letting me participate! ,gen=1,age=2,eth=3,MD,Thanks for letting me participate! ,yemen,ros,f,fall,from heaven,response=1,33,32,32,35,,
A3UVW94KB9UBAJ,Thanks for letting me participate! ,gen=1,age=2,eth=3,MD,Thanks for letting me participate! ,obama,ros,f,qrise,deplore me president obama,response=2,33,38,35,36,,
A3UVW94KB9UBAJ,Thanks for letting me participate! ,gen=1,age=2,eth=3,MD,Thanks for letting me participate! ,married,aar,m,rise1,helen is married,response=2,59,64,61,57,,
A3AEN3XWGI56R7,,gen=1,age=1,eth=3,South,,married,aar,m,rise1,Ellen is married,response=1,88,90,91,33,,
A3AEN3XWGI56R7,,gen=1,age=1,eth=3,South,,mom,kev,m,rise3,Eleanor is Annie's mom,response=1,81,81,20,77,,
A3AEN3XWGI56R7,,gen=1,age=1,eth=3,South,,spaceship,bon,f,rise2,Maria was in a spaceship to the moon,response=1,87,81,78,37,,
A3AEN3XWGI56R7,,gen=1,age=1,eth=3,South,,obama,ros,f,qrise,Did Laura meet president Obama ,response=2,2,0,38,42,,
A3AEN3XWGI56R7,,gen=1,age=1,eth=3,South,,yemen,ros,f,fall,Lenny's from Yemen ,response=1,62,82,56,38,,
AU01P6YB9J5JX,,gen=1,age=3,eth=7,Northeast,,married,aar,m,rise1,Ellen is married,response=1,93,88,31,100,none,very calm
AU01P6YB9J5JX,,gen=1,age=3,eth=7,Northeast,,yemen,ros,f,fall,gwen is from yemen,response=1,96,95,44,100,none,none
AU01P6YB9J5JX,,gen=1,age=3,eth=7,Northeast,,mom,kev,m,rise3,eleanor is andy's mom,response=1,71,67,45,100,,
AU01P6YB9J5JX,,gen=1,age=3,eth=7,Northeast,,obama,ros,f,qrise,Did laura meet president obama?,response=2,13,35,57,89,,
AU01P6YB9J5JX,,gen=1,age=3,eth=7,Northeast,,spaceship,bon,f,rise2,Maria was in a spaceship to the moon,response=1,49,48,44,100,,
A3F8G26PENQ6EO,,gen=1,age=1,eth=4,Northeast,,married,aar,m,qrise,Is Ellen married?,response=2,0,78,25,80,,The speaker is male
A3F8G26PENQ6EO,,gen=1,age=1,eth=4,Northeast,,yemen,ros,f,rise3,Lenny is from Yemen?,response=2,0,0,25,80,The woman seems to start saying it as a information then towards the end makes it sound like a question,The speaker is female
A3F8G26PENQ6EO,,gen=1,age=1,eth=4,Northeast,,mom,kev,m,rise1,Helanor is Annies mom.,response=1,35,70,0,65,,The speaker is a young male
A3F8G26PENQ6EO,,gen=1,age=1,eth=4,Northeast,,obama,ros,f,rise2,Laura met president obama?,response=2,80,30,100,75,,
A3F8G26PENQ6EO,,gen=1,age=1,eth=4,Northeast,,spaceship,bon,f,fall,Maria was in a spaceship to the moon.,response=1,100,100,85,25,,The speaker was female
A3TO1INTU4OCWS,Also lived in Louisiana for a significant part of my life,gen=2,age=3,eth=3,California,Also lived in Louisiana for a significant part of my life,mom,ros,f,qrise,Is Elinore Annie's mom?,response=2,24,86,62,71,,
A3TO1INTU4OCWS,Also lived in Louisiana for a significant part of my life,gen=2,age=3,eth=3,California,Also lived in Louisiana for a significant part of my life,spaceship,kev,m,rise3,Maria was in a spaceship to the moon?,response=2,24,56,14,28,,
A3TO1INTU4OCWS,Also lived in Louisiana for a significant part of my life,gen=2,age=3,eth=3,California,Also lived in Louisiana for a significant part of my life,married,bon,f,rise2,Ellen is married?,response=2,20,81,62,55,,
A3TO1INTU4OCWS,Also lived in Louisiana for a significant part of my life,gen=2,age=3,eth=3,California,Also lived in Louisiana for a significant part of my life,obama,aar,m,fall,Lord them at President Obama,response=1,89,30,74,38,,Very hard to tell whether he said \Lord them\ or \Laura met\
A3TO1INTU4OCWS,Also lived in Louisiana for a significant part of my life,gen=2,age=3,eth=3,California,Also lived in Louisiana for a significant part of my life,yemen,aar,m,rise1,Lenny's from Yemen?,response=2,31,66,54,61,,
A36I8EWDC03SG8,I can't think of any.,gen=2,age=5,eth=3,New England.,I can't think of any.,yemen,aar,m,rise1,Lenny from Yemen.,response=2,89,91,56,100,No.,English is not his first language.
A36I8EWDC03SG8,I can't think of any.,gen=2,age=5,eth=3,New England.,I can't think of any.,mom,ros,f,qrise,Is Elinor Anne's mom?,response=2,0,0,13,100,No.,No.
A36I8EWDC03SG8,I can't think of any.,gen=2,age=5,eth=3,New England.,I can't think of any.,obama,aar,m,fall,Lauren met President Obama.,response=1,100,100,95,75,No.,No.
A36I8EWDC03SG8,I can't think of any.,gen=2,age=5,eth=3,New England.,I can't think of any.,married,bon,f,rise2,Ellen is married?,response=2,0,0,10,60,No.,No.
A36I8EWDC03SG8,I can't think of any.,gen=2,age=5,eth=3,New England.,I can't think of any.,spaceship,kev,m,rise3,Brio is in a spaceship to the moon.,response=1,65,65,35,100,No.,No.
A2SBN9B6Q3DN2X,,gen=1,age=3,eth=3,california,,yemen,ros,f,rise2,monies from yemen,response=1,38,61,75,95,monies from yemen,none
A2SBN9B6Q3DN2X,,gen=1,age=3,eth=3,california,,spaceship,bon,f,qrise,was maria in a spaceship to the moon?,response=2,20,13,68,95,,
A2SBN9B6Q3DN2X,,gen=1,age=3,eth=3,california,,obama,ros,f,rise1,Laura met president obama,response=1,100,100,100,100,,
A2SBN9B6Q3DN2X,,gen=1,age=3,eth=3,california,,married,aar,m,rise3,Ellen is married,response=1,94,96,95,98,,
A2SBN9B6Q3DN2X,,gen=1,age=3,eth=3,california,,mom,kev,m,fall,Eleanor is Andy's mom,response=1,96,93,94,98,eleanor is andy's mom,
A2JGWDPGYD5X0N,,gen=1,age=5,eth=3,ma,,obama,aar,m,qrise,IS LAURA BE PRESIDENT OBAMA?,response=2,0,4,15,18,AT FIRST I HEARD SOMETHING THAT WAS DIFFERENT. i HAD to listen to this several times.,the speaker talks too fast
A2JGWDPGYD5X0N,,gen=1,age=5,eth=3,ma,,spaceship,kev,m,rise2,realism spaceship to the moon,response=1,4,0,6,17,Could not hear the correct sentence in the beginning until the third try,speaker does not care
A2JGWDPGYD5X0N,,gen=1,age=5,eth=3,ma,,yemen,aar,m,fall,Lennie is from Yemen,response=1,99,100,89,79,,
A2JGWDPGYD5X0N,,gen=1,age=5,eth=3,ma,,mom,ros,f,rise3,elinore is annies mom,response=1,95,100,91,100,,
A2JGWDPGYD5X0N,,gen=1,age=5,eth=3,ma,,married,bon,f,rise1,ellen is married,response=1,100,70,70,71,,
A37HUPFXQZLO2D,,gen=2,age=1,eth=2,Northwest,,mom,ros,f,rise3,Eleanor is Andy's mom,response=1,83,86,69,73,no,no
A37HUPFXQZLO2D,,gen=2,age=1,eth=2,Northwest,,married,bon,f,rise1,Ellen is married,response=1,75,74,76,76,,
A37HUPFXQZLO2D,,gen=2,age=1,eth=2,Northwest,,spaceship,kev,m,rise2,maria was in a spaceship to the moon,response=2,73,74,72,75,,
A37HUPFXQZLO2D,,gen=2,age=1,eth=2,Northwest,,yemen,aar,m,fall,lenny's from yemen,response=1,68,66,66,68,,
A37HUPFXQZLO2D,,gen=2,age=1,eth=2,Northwest,,obama,aar,m,qrise,did laura meet president obama,response=2,17,18,18,73,,
A369RSNFVB856W,,gen=2,age=1,eth=5,Hawaii,,yemen,ros,f,fall,Lenny's from Yemen,response=1,70,25,72,53,,
A369RSNFVB856W,,gen=2,age=1,eth=5,Hawaii,,married,aar,m,rise1,Ellen is married,response=2,35,62,24,83,,
A369RSNFVB856W,,gen=2,age=1,eth=5,Hawaii,,spaceship,bon,f,rise2,Maria was in a spaceship to the moon,response=2,18,77,29,90,,
A369RSNFVB856W,,gen=2,age=1,eth=5,Hawaii,,mom,kev,m,rise3,Elenor is Andy's mom,response=2,31,69,34,91,,
A369RSNFVB856W,,gen=2,age=1,eth=5,Hawaii,,obama,ros,f,qrise,Did Laura meet president Obama,response=2,25,90,71,95,,
A1AJG4BGSRPC93,,gen=1,age=2,eth=5,New England,,yemen,aar,m,fall,Lenny's from Yemen,response=1,100,0,100,83,,
A1AJG4BGSRPC93,,gen=1,age=2,eth=5,New England,,married,bon,f,rise1,Ellen is married,response=1,78,29,26,100,,
A1AJG4BGSRPC93,,gen=1,age=2,eth=5,New England,,spaceship,kev,m,rise2,Maria was in a spaceship to the moon,response=2,7,88,0,100,,
A1AJG4BGSRPC93,,gen=1,age=2,eth=5,New England,,obama,aar,m,qrise,Did Laura meet President Obama?,response=2,0,100,0,100,,
A1AJG4BGSRPC93,,gen=1,age=2,eth=5,New England,,mom,ros,f,rise3,Eleanor is Annie's mom,response=2,24,78,0,100,,
AQ8A3JYE6PO6U,,gen=1,age=1,eth=3,Ohio,,spaceship,kev,m,rise1,were you able to send a spaceship to the moon,response=2,53,53,27,50,,
AQ8A3JYE6PO6U,,gen=1,age=1,eth=3,Ohio,,married,bon,f,fall,helen is married,response=1,66,73,42,65,,
AQ8A3JYE6PO6U,,gen=1,age=1,eth=3,Ohio,,mom,ros,f,rise2,elenore is annies mom,response=2,29,30,19,74,,
AQ8A3JYE6PO6U,,gen=1,age=1,eth=3,Ohio,,yemen,aar,m,qrise,is lenny from yeman?,response=2,51,51,56,66,,
AQ8A3JYE6PO6U,,gen=1,age=1,eth=3,Ohio,,obama,aar,m,rise3,lauren met president obama,response=2,29,26,40,76,,
A2AXOTU8SGDNRJ,No,gen=1,age=1,eth=3,North East,No,mom,kev,m,rise2,Eleanor is Annie's Mom,response=2,32,71,36,69,No,No
A2AXOTU8SGDNRJ,No,gen=1,age=1,eth=3,North East,No,obama,ros,f,rise3,Laura met President Obama,response=2,36,69,66,68,No,No
A2AXOTU8SGDNRJ,No,gen=1,age=1,eth=3,North East,No,spaceship,bon,f,rise1,Maria was in a spaceship to the moon,response=2,34,62,37,66,No,No
A2AXOTU8SGDNRJ,No,gen=1,age=1,eth=3,North East,No,yemen,ros,f,qrise,Is Lenny from Yemen?,response=2,0,100,36,73,No,No
A2AXOTU8SGDNRJ,No,gen=1,age=1,eth=3,North East,No,married,aar,m,fall,Ellen is married,response=1,100,2,79,79,No,No
A26ENRDRIZBXAU,,gen=2,age=2,eth=3,ohio,,married,aar,m,fall,Ellen is married.,response=1,97,96,95,81,,
A26ENRDRIZBXAU,,gen=2,age=2,eth=3,ohio,,mom,kev,m,rise2,Eleanor is Annie's mom?,response=2,23,27,22,63,,
A26ENRDRIZBXAU,,gen=2,age=2,eth=3,ohio,,spaceship,bon,f,rise1,Maria was in a spaceship to the moon?,response=2,14,22,32,27,,
A26ENRDRIZBXAU,,gen=2,age=2,eth=3,ohio,,obama,ros,f,rise3,Laura met President Obama?,response=2,28,33,48,57,,
A26ENRDRIZBXAU,,gen=2,age=2,eth=3,ohio,,yemen,ros,f,qrise,Is Lenny from Yemen?,response=2,31,22,17,65,,
AXL96RRKIHLPZ,no,gen=2,age=1,eth=3,TN,no,married,bon,f,rise1,Ellen is married?,response=2,14,49,32,60,,
AXL96RRKIHLPZ,no,gen=2,age=1,eth=3,TN,no,mom,ros,f,rise3,Eleanor is Annie's mom?,response=2,20,54,0,56,,
AXL96RRKIHLPZ,no,gen=2,age=1,eth=3,TN,no,yemen,aar,m,fall,Lenny's from Yemen,response=1,100,50,67,47,,
AXL96RRKIHLPZ,no,gen=2,age=1,eth=3,TN,no,spaceship,kev,m,rise2,Maria was in a spaceship to the moon?,response=2,0,28,24,66,,
AXL96RRKIHLPZ,no,gen=2,age=1,eth=3,TN,no,obama,aar,m,qrise,Did laura meet president Obama?,response=2,18,78,42,58,,
A62RZY5BWOZZM,,gen=2,age=2,eth=1,Miami,,married,aar,m,rise3,Ellen is married. ,response=1,78,79,83,83,,
A62RZY5BWOZZM,,gen=2,age=2,eth=1,Miami,,yemen,ros,f,rise2,Money is from Yemen.,response=1,81,78,82,72,,
A62RZY5BWOZZM,,gen=2,age=2,eth=1,Miami,,mom,kev,m,fall,Thor know Lenny's mom.,response=2,77,67,64,69,,
A62RZY5BWOZZM,,gen=2,age=2,eth=1,Miami,,obama,ros,f,rise1,Laura met President Obama.,response=1,77,89,86,84,,
A62RZY5BWOZZM,,gen=2,age=2,eth=1,Miami,,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=2,19,17,13,89,,
A3VO62XB3T2TLB,,gen=2,age=5,eth=3,southwest,,yemen,ros,f,rise1,monies from yemen,response=1,70,96,94,83,monies from yemen,
A3VO62XB3T2TLB,,gen=2,age=5,eth=3,southwest,,spaceship,bon,f,rise3,maris was in a spaceship to the moon,response=2,8,7,8,84,,
A3VO62XB3T2TLB,,gen=2,age=5,eth=3,southwest,,obama,ros,f,fall,laura met president obama,response=1,97,97,97,77,,
A3VO62XB3T2TLB,,gen=2,age=5,eth=3,southwest,,married,aar,m,rise2,ellen is married?,response=2,2,3,4,79,,
A3VO62XB3T2TLB,,gen=2,age=5,eth=3,southwest,,mom,kev,m,qrise,is elanor annie's mom?,response=2,0,2,1,82,,
A2S3BJYB8MXB9A,,gen=1,age=2,eth=3,Kentucky,,mom,ros,f,rise3,Eleanor is Andy's mom,response=2,13,13,3,88,It seemed like she was asking if the information was correct because of her tone going up at the end.,
A2S3BJYB8MXB9A,,gen=1,age=2,eth=3,Kentucky,,married,bon,f,rise1,Ellen is married,response=2,31,1,46,99,,
A2S3BJYB8MXB9A,,gen=1,age=2,eth=3,Kentucky,,obama,aar,m,qrise,Did Laura meet President Obama?,response=2,1,1,81,98,,
A2S3BJYB8MXB9A,,gen=1,age=2,eth=3,Kentucky,,yemen,aar,m,fall,Lenny is from Yemen.,response=1,98,99,84,67,,
A2S3BJYB8MXB9A,,gen=1,age=2,eth=3,Kentucky,,spaceship,kev,m,rise2,Maria was in a spaceship to the moon?,response=2,1,2,69,26,,
A1PBRKFHSF1OF8,,gen=1,age=2,eth=3,Northeast,,mom,kev,m,rise3,Eleanor is Andy's mom.,response=2,27,26,11,87,,
A1PBRKFHSF1OF8,,gen=1,age=2,eth=3,Northeast,,married,aar,m,rise1,Ellen is married.,response=1,77,75,64,83,,
A1PBRKFHSF1OF8,,gen=1,age=2,eth=3,Northeast,,spaceship,bon,f,rise2,Maria was in a spaceship to the moon.,response=1,70,91,78,77,,
A1PBRKFHSF1OF8,,gen=1,age=2,eth=3,Northeast,,obama,ros,f,qrise,Did Laura meet president Obama?,response=2,28,17,32,91,,
A1PBRKFHSF1OF8,,gen=1,age=2,eth=3,Northeast,,yemen,ros,f,fall,Monies from Yemen,response=1,83,90,85,62,,
A1SMBT4LJVIX3H,,gen=2,age=2,eth=3,Oklahoma,,married,bon,f,rise3,Ellen is married?,response=2,21,65,16,63,,
A1SMBT4LJVIX3H,,gen=2,age=2,eth=3,Oklahoma,,yemen,aar,m,rise2,Lenny is from Yemen.,response=1,75,60,36,21,,
A1SMBT4LJVIX3H,,gen=2,age=2,eth=3,Oklahoma,,spaceship,kev,m,qrise,Was Marie in a spaceship to the moon?,response=2,36,36,25,61,Was Maria in a spaceship to the moon?,
A1SMBT4LJVIX3H,,gen=2,age=2,eth=3,Oklahoma,,mom,ros,f,fall,Eleanor is Annie's mom.,response=1,73,35,60,43,,
A1SMBT4LJVIX3H,,gen=2,age=2,eth=3,Oklahoma,,obama,aar,m,rise1,Laura met president Obama.,response=1,44,33,55,41,,
A3TTIR899WV7HT,no,gen=1,age=1,eth=2,Minnesota,no,obama,aar,m,rise3,Lauren met president obama,response=2,5,4,20,78,,
A3TTIR899WV7HT,no,gen=1,age=1,eth=2,Minnesota,no,yemen,aar,m,qrise,Is lenny from yemen?,response=2,7,7,19,77,,
A3TTIR899WV7HT,no,gen=1,age=1,eth=2,Minnesota,no,spaceship,kev,m,rise1,Maria was in a spaceship to the moon,response=2,40,54,45,69,,
A3TTIR899WV7HT,no,gen=1,age=1,eth=2,Minnesota,no,mom,ros,f,rise2,Eleanor is annie's mom,response=2,6,8,29,77,,
A3TTIR899WV7HT,no,gen=1,age=1,eth=2,Minnesota,no,married,bon,f,fall,Ellen is married,response=1,90,92,62,52,,
A201BS5OHBGQGM,,gen=2,age=1,eth=2,California,,yemen,ros,f,qrise,Islamic for anam,response=1,50,26,36,40,,
A201BS5OHBGQGM,,gen=2,age=1,eth=2,California,,obama,ros,f,rise3,Laura met president Obama,response=1,44,57,59,39,,
A201BS5OHBGQGM,,gen=2,age=1,eth=2,California,,married,aar,m,fall,Ellen is married,response=1,84,84,74,30,,
A201BS5OHBGQGM,,gen=2,age=1,eth=2,California,,mom,kev,m,rise2,Chlorion and his mom,response=2,18,35,29,15,,
A201BS5OHBGQGM,,gen=2,age=1,eth=2,California,,spaceship,bon,f,rise1,Mariah was in a spaceship to the moon,response=1,68,70,67,56,,
A29AX5O8KL48F8,no,gen=1,age=2,eth=3,ohio,no,spaceship,kev,m,qrise,was marie in a spaceship to the moon?,response=2,7,9,47,51,,
A29AX5O8KL48F8,no,gen=1,age=2,eth=3,ohio,no,married,bon,f,rise3,ellen is married?,response=2,5,4,4,42,,
A29AX5O8KL48F8,no,gen=1,age=2,eth=3,ohio,no,mom,ros,f,fall,elenor is annie's mom.,response=1,94,92,66,85,,
A29AX5O8KL48F8,no,gen=1,age=2,eth=3,ohio,no,obama,aar,m,rise1,Laura met president obama,response=1,56,62,60,41,,
A29AX5O8KL48F8,no,gen=1,age=2,eth=3,ohio,no,yemen,aar,m,rise2,Lenny's from yemen,response=2,47,45,14,52,I feel this could be either giving or seeking the information..,
A28I5774T4V2H9,,gen=1,age=1,eth=3,Northwest,,obama,ros,f,rise2,Laura met President Obama,response=1,39,41,34,50,,
A28I5774T4V2H9,,gen=1,age=1,eth=3,Northwest,,spaceship,bon,f,fall,Maria was in a spaceship to the moon,response=1,63,57,53,45,,
A28I5774T4V2H9,,gen=1,age=1,eth=3,Northwest,,mom,kev,m,rise1,Elenor is Amy's mom,response=1,61,56,43,53,,
A28I5774T4V2H9,,gen=1,age=1,eth=3,Northwest,,yemen,ros,f,rise3,Lenny's from Yemen?,response=2,18,70,25,55,,
A28I5774T4V2H9,,gen=1,age=1,eth=3,Northwest,,married,aar,m,qrise,Is Elen married?,response=2,0,77,25,70,,
A3ELT4XRJTCNKL,Interesting survey,gen=2,age=3,eth=2,Texas,Interesting survey,yemen,ros,f,qrise,is lemmy from yemen,response=2,26,18,12,79,no,the speaker is young
A3ELT4XRJTCNKL,Interesting survey,gen=2,age=3,eth=2,Texas,Interesting survey,spaceship,bon,f,rise1,Maria was in a spaceship to the moon,response=1,63,52,38,65,no,
A3ELT4XRJTCNKL,Interesting survey,gen=2,age=3,eth=2,Texas,Interesting survey,obama,ros,f,rise3,Norm met President Obama,response=1,83,88,80,66,,
A3ELT4XRJTCNKL,Interesting survey,gen=2,age=3,eth=2,Texas,Interesting survey,married,aar,m,fall,Ellen is married,response=1,97,97,97,51,,
A3ELT4XRJTCNKL,Interesting survey,gen=2,age=3,eth=2,Texas,Interesting survey,mom,kev,m,rise2,Eleanor is Andy's Mom,response=2,81,88,82,63,,
A1I219Q6XFRG74,No.,gen=1,age=1,eth=1,Florida,No.,spaceship,kev,m,rise2,My aunt was in a spaceship to the moon,response=1,3,65,18,64,My aunt was in a spaceship to the moon.,No.
A1I219Q6XFRG74,No.,gen=1,age=1,eth=1,Florida,No.,obama,aar,m,qrise,Did Flora meet President Obama,response=2,0,83,1,63,Did Flora meet President Obama?,No.
A1I219Q6XFRG74,No.,gen=1,age=1,eth=1,Florida,No.,married,bon,f,rise1,Helen is married,response=1,89,89,8,12,Helen is married.,No.
A1I219Q6XFRG74,No.,gen=1,age=1,eth=1,Florida,No.,mom,ros,f,rise3,Elsinore  is Annie's mom.,response=2,96,93,16,76,No.,No.
A1I219Q6XFRG74,No.,gen=1,age=1,eth=1,Florida,No.,yemen,aar,m,fall,Lenny's from Yemen.,response=2,99,12,7,6,No.,No.
A3IYPT63299YKH,no,gen=2,age=2,eth=3,southeast,no,obama,ros,f,rise3,Laura met president Obama,response=1,99,98,75,43,,
A3IYPT63299YKH,no,gen=2,age=2,eth=3,southeast,no,mom,kev,m,rise2,Helinore is Annie's mom.,response=1,70,67,60,54,,
A3IYPT63299YKH,no,gen=2,age=2,eth=3,southeast,no,yemen,ros,f,qrise,Is Yani from Yemen.,response=2,11,38,36,30,,
A3IYPT63299YKH,no,gen=2,age=2,eth=3,southeast,no,married,aar,m,fall,Ellen is married.,response=1,100,45,100,17,,
A3IYPT63299YKH,no,gen=2,age=2,eth=3,southeast,no,spaceship,bon,f,rise1,Maria was in a spaceship to the moon.,response=1,55,67,31,64,,
A21FV0A2ZG43VF,,gen=2,age=4,eth=3,Texas,,married,aar,m,rise3,Ellen is married.,response=2,8,60,10,80,,
A21FV0A2ZG43VF,,gen=2,age=4,eth=3,Texas,,yemen,ros,f,rise2,Lenny's from Yemen?,response=2,14,70,17,81,,
A21FV0A2ZG43VF,,gen=2,age=4,eth=3,Texas,,obama,ros,f,rise1,Laura met President Obama.,response=1,39,62,58,75,,
A21FV0A2ZG43VF,,gen=2,age=4,eth=3,Texas,,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=2,0,69,19,78,,
A21FV0A2ZG43VF,,gen=2,age=4,eth=3,Texas,,mom,kev,m,fall,Eleanor's Annie's mom.,response=1,94,22,91,61,,
A30RKFFDQ8ZIHN,,gen=2,age=2,eth=3,NY,,yemen,ros,f,fall,manis from yemen,response=1,74,76,72,74,,
A30RKFFDQ8ZIHN,,gen=2,age=2,eth=3,NY,,obama,ros,f,qrise,did laura meet president obama?,response=2,27,40,38,71,,
A30RKFFDQ8ZIHN,,gen=2,age=2,eth=3,NY,,married,aar,m,rise1,elen is married,response=2,38,42,27,65,,
A30RKFFDQ8ZIHN,,gen=2,age=2,eth=3,NY,,spaceship,bon,f,rise2,are we ever a spaceship to the moon?,response=2,26,27,37,68,,
A30RKFFDQ8ZIHN,,gen=2,age=2,eth=3,NY,,mom,kev,m,rise3,elenor is annie's mom,response=2,25,25,32,65,,
A3NF9B2NLCLZWT,none,gen=1,age=5,eth=3,Pacific Northwest,none,spaceship,bon,f,rise2,Maria was in a spaceship to the moon.,response=1,100,100,80,100,,
A3NF9B2NLCLZWT,none,gen=1,age=5,eth=3,Pacific Northwest,none,mom,kev,m,rise3,Eleanor's Annie's mom?,response=2,0,100,50,100,,
A3NF9B2NLCLZWT,none,gen=1,age=5,eth=3,Pacific Northwest,none,yemen,ros,f,fall,Yenni's from Yemen.,response=1,100,50,100,90,,
A3NF9B2NLCLZWT,none,gen=1,age=5,eth=3,Pacific Northwest,none,married,aar,m,rise1,Ellen is married?,response=2,0,100,30,100,,
A3NF9B2NLCLZWT,none,gen=1,age=5,eth=3,Pacific Northwest,none,obama,ros,f,qrise,Did Laura meet President Obama?,response=2,0,100,10,100,,
A2S6QOCFC3EAYH,no,gen=2,age=3,eth=1,midwest,no,spaceship,kev,m,rise1,maria was in a spaceship to the moon,response=1,100,86,91,70,no,no
A2S6QOCFC3EAYH,no,gen=2,age=3,eth=1,midwest,no,obama,aar,m,rise3,laura met president obama,response=1,99,2,78,89,no,no
A2S6QOCFC3EAYH,no,gen=2,age=3,eth=1,midwest,no,yemen,aar,m,qrise,is lenny from yemen,response=2,0,98,2,84,no,no
A2S6QOCFC3EAYH,no,gen=2,age=3,eth=1,midwest,no,mom,ros,f,rise2,eleanor is andy's mom,response=1,50,3,1,27,no,no
A2S6QOCFC3EAYH,no,gen=2,age=3,eth=1,midwest,no,married,bon,f,fall,ellen is married,response=1,67,3,60,24,no,no
A24TIGM5QN3YPN,,gen=1,age=2,eth=5,Hawaii,,yemen,aar,m,fall,Lenny's from Yemen,response=1,100,42,80,58,,
A24TIGM5QN3YPN,,gen=1,age=2,eth=5,Hawaii,,spaceship,kev,m,rise2,Maria was in a spaceship to the moon,response=2,1,65,35,46,,
A24TIGM5QN3YPN,,gen=1,age=2,eth=5,Hawaii,,mom,ros,f,rise3,Elenor is Annie's mom,response=2,30,80,55,48,,
A24TIGM5QN3YPN,,gen=1,age=2,eth=5,Hawaii,,obama,aar,m,qrise,Did Laura meet President Obama,response=2,0,90,50,80,,
